country,respondent_id,age,urban_rural,income_level,sex,marital_status,education,life_satisfaction,freedom_of_choice,emancipative_values,trust_people,importance_of_god,financial_satisfaction,secular_values
India,356000298,29.0,Rural,Medium,Male,Married,Middle,4.0,1.0,0.725394,Not trusted,7.0,2.0,0.543106
India,356000299,23.0,Urban,Low,Female,Married,Lower,5.0,4.0,0.323813,Not trusted,,2.0,0.055097
India,356000300,16.0,Urban,Medium,Male,Living together as married,Middle,10.0,8.0,0.257645,Not trusted,6.0,9.0,0.445933
India,356000301,35.0,Rural,Low,Female,Married,Lower,4.0,4.0,0.532724,Not trusted,7.0,4.0,0.187049
India,356000302,16.0,Rural,High,Male,Married,Lower,3.0,10.0,0.365400,Not trusted,10.0,8.0,0.098776
India,356000303,23.0,Rural,High,Male,Single,Middle,8.0,10.0,0.077405,Not trusted,10.0,4.0,0.082061
India,356000304,55.0,Rural,Medium,Female,Single,Lower,10.0,10.0,0.318357,Not trusted,10.0,8.0,0.225882
India,356000305,21.0,Rural,Low,Male,Single,Middle,9.0,7.0,0.502156,Not trusted,8.0,10.0,0.178434
India,356000306,27.0,Rural,Low,Male,Married,Middle,5.0,6.0,0.339134,Not trusted,7.0,4.0,0.409349
India,356000307,62.0,Rural,High,Female,Living together as married,,10.0,10.0,0.600092,Not trusted,8.0,7.0,0.221123
India,356000308,48.0,Rural,Low,Female,Married,Middle,6.0,5.0,0.386346,Trusted,6.0,5.0,0.147714
India,356000309,21.0,Urban,Low,Female,Single,Middle,8.0,9.0,0.271419,Not trusted,9.0,6.0,0.062948
India,356000310,37.0,Rural,Medium,Female,Living together as married,Middle,9.0,10.0,0.220639,Not trusted,10.0,7.0,0.317199
India,356000311,36.0,Rural,Low,Male,Single,Middle,6.0,1.0,0.361292,Not trusted,9.0,4.0,0.115209
India,356000312,50.0,Rural,Medium,Male,Married,Middle,5.0,4.0,0.252414,Not trusted,2.0,5.0,0.346158
India,356000313,55.0,Rural,Medium,Female,Single,Middle,7.0,4.0,0.326226,Trusted,10.0,5.0,0.132121
India,356000314,17.0,Urban,Medium,Female,Widowed,Middle,10.0,10.0,0.467301,Not trusted,9.0,9.0,0.186835
India,356000315,33.0,Rural,Medium,Female,Single,Middle,10.0,2.0,0.549250,Not trusted,9.0,,0.243139
India,356000316,38.0,Urban,Medium,Male,Living together as married,Middle,8.0,7.0,0.336603,Not trusted,8.0,6.0,0.245871
India,356000317,21.0,Rural,Medium,Male,Single,Middle,8.0,8.0,0.340569,Not trusted,9.0,6.0,0.379965
India,356000318,57.0,Rural,Low,Male,Single,Middle,9.0,4.0,0.445950,Not trusted,6.0,6.0,0.322252
India,356000319,46.0,Urban,Low,Male,Married,Middle,1.0,9.0,0.451649,Not trusted,10.0,1.0,0.267798
India,356000320,39.0,Rural,Medium,Male,Married,Lower,6.0,8.0,0.258729,Not trusted,7.0,8.0,0.549098
India,356000321,28.0,Rural,High,Female,Married,Middle,6.0,6.0,0.386742,Not trusted,10.0,6.0,0.423888
India,356000322,47.0,Rural,Medium,Female,Living together as married,Middle,10.0,10.0,0.281745,Not trusted,9.0,8.0,0.149558
India,356000323,48.0,Rural,Low,Male,Widowed,Higher,10.0,10.0,0.351847,Not trusted,1.0,8.0,0.353453
India,356000324,16.0,Urban,Medium,Male,Married,Higher,2.0,1.0,0.769354,Not trusted,8.0,7.0,0.424953
India,356000325,55.0,Urban,Low,Male,Married,Lower,1.0,1.0,0.312237,Not trusted,5.0,1.0,0.400758
India,356000326,37.0,Rural,Medium,Female,Married,Lower,6.0,7.0,0.377220,Not trusted,10.0,7.0,0.119351
India,356000327,29.0,Urban,High,Male,Married,Higher,10.0,8.0,0.338712,Trusted,10.0,9.0,0.243858
India,356000328,78.0,Urban,Medium,Male,Living together as married,Lower,6.0,9.0,0.147584,Not trusted,8.0,1.0,0.123654
India,356000329,34.0,Urban,High,Male,Widowed,Higher,8.0,10.0,0.320666,Not trusted,10.0,5.0,0.361762
India,356000330,50.0,Rural,Low,Male,Living together as married,Middle,7.0,,0.200827,Not trusted,6.0,8.0,0.422233
India,356000331,22.0,Urban,High,Male,Single,Lower,10.0,10.0,0.405151,Not trusted,10.0,8.0,0.623150
India,356000332,23.0,Rural,High,Female,Single,Middle,10.0,10.0,0.404289,Not trusted,8.0,8.0,0.255663
India,356000333,62.0,Rural,Medium,Female,Married,Higher,6.0,8.0,0.436834,Not trusted,2.0,5.0,0.402412
India,356000334,31.0,Rural,Medium,Female,Single,Higher,8.0,5.0,0.581672,Not trusted,6.0,5.0,0.473564
India,356000335,60.0,Urban,Medium,Male,Living together as married,Middle,8.0,10.0,0.147159,Not trusted,10.0,7.0,0.175773
India,356000336,49.0,Rural,Medium,Male,Married,Higher,9.0,9.0,0.370878,Trusted,9.0,8.0,0.232879
India,356000337,30.0,Rural,Medium,Male,Married,Middle,7.0,9.0,0.413179,Not trusted,10.0,6.0,0.261292
India,356000338,21.0,Urban,Low,Female,Married,Lower,1.0,2.0,0.616613,Not trusted,1.0,5.0,0.413384
India,356000339,33.0,Urban,High,Female,Living together as married,Higher,10.0,10.0,0.163769,Not trusted,10.0,7.0,0.052075
India,356000340,17.0,Rural,Medium,Female,Single,Middle,5.0,2.0,0.441671,Not trusted,4.0,1.0,0.704335
India,356000341,53.0,Urban,Medium,Female,Married,Lower,7.0,7.0,0.172501,Not trusted,8.0,2.0,0.240919
India,356000342,38.0,Rural,Low,Male,Living together as married,Lower,10.0,10.0,0.249497,Trusted,7.0,7.0,0.212449
India,356000343,16.0,Rural,High,Female,Single,Higher,7.0,9.0,0.436679,Not trusted,4.0,5.0,0.720559
India,356000344,17.0,Urban,High,Male,Married,Middle,10.0,10.0,0.438414,Trusted,4.0,8.0,0.165567
India,356000345,38.0,Urban,Low,Male,Married,Lower,6.0,1.0,0.379694,Not trusted,3.0,1.0,0.630071
India,356000346,16.0,Rural,Medium,Female,Married,Lower,5.0,10.0,0.408056,Not trusted,8.0,4.0,0.221633
India,356000347,49.0,Rural,Medium,Male,Single,Middle,8.0,7.0,0.270899,Not trusted,10.0,8.0,0.081691
India,356000348,28.0,Urban,Low,Female,Single,Middle,6.0,10.0,0.378539,Not trusted,6.0,6.0,0.383880
India,356000349,17.0,Rural,Medium,Male,Married,Higher,7.0,5.0,0.663638,Not trusted,8.0,5.0,0.158868
India,356000350,49.0,Urban,Medium,Male,Living together as married,Middle,1.0,7.0,0.275604,Not trusted,10.0,5.0,0.222835
India,356000351,58.0,Urban,Medium,Male,Married,Lower,7.0,6.0,0.283207,Not trusted,6.0,8.0,0.383793
India,356000352,24.0,Urban,Low,Female,Single,Lower,1.0,5.0,0.530380,Trusted,2.0,6.0,0.284760
India,356000353,17.0,Rural,Low,Female,Widowed,Middle,4.0,3.0,0.340583,Not trusted,4.0,1.0,0.327172
India,356000354,35.0,Urban,Low,Male,Married,Middle,10.0,9.0,0.544054,Trusted,10.0,5.0,0.028250
India,356000355,25.0,Rural,Medium,Male,Single,Higher,10.0,6.0,0.330249,Not trusted,4.0,8.0,0.133156
India,356000356,16.0,Rural,Low,Male,Single,Middle,8.0,8.0,0.549954,Not trusted,8.0,7.0,0.259807
India,356000357,30.0,Urban,Low,Female,Married,Middle,7.0,3.0,0.602251,Not trusted,7.0,7.0,0.294747
India,356000358,60.0,Urban,Medium,Female,Married,Higher,6.0,10.0,0.135905,Not trusted,10.0,5.0,0.149529
India,356000359,35.0,Rural,Low,Female,Single,Lower,7.0,5.0,0.556494,Not trusted,10.0,6.0,0.185708
India,356000360,16.0,Rural,High,Female,Single,Middle,7.0,7.0,0.392864,Not trusted,8.0,7.0,0.460049
India,356000361,47.0,Urban,Low,Female,Single,Lower,5.0,6.0,0.204269,Not trusted,8.0,1.0,0.081304
India,356000362,16.0,Rural,Medium,Male,Single,Higher,2.0,1.0,0.441284,Not trusted,1.0,5.0,0.326651
India,356000363,16.0,Rural,Low,Male,Single,Higher,10.0,7.0,0.420517,Not trusted,10.0,4.0,0.100098
India,356000364,44.0,Rural,High,Male,Single,Higher,10.0,10.0,0.306023,Not trusted,10.0,10.0,0.158611
India,356000365,20.0,Urban,High,Male,Single,Higher,10.0,8.0,0.291850,Trusted,10.0,8.0,0.177938
India,356000366,33.0,Rural,High,Male,Widowed,Middle,10.0,10.0,0.232607,Not trusted,9.0,6.0,0.150569
India,356000367,62.0,Rural,Medium,Male,Married,Lower,10.0,8.0,0.192662,Trusted,10.0,8.0,0.241777
India,356000368,40.0,Rural,Low,Female,Married,Lower,5.0,8.0,0.274035,Not trusted,9.0,1.0,0.162084
India,356000369,41.0,Urban,,Male,Widowed,Lower,8.0,8.0,0.515730,Not trusted,6.0,5.0,0.259526
India,356000370,60.0,Rural,Medium,Female,Married,Lower,8.0,6.0,0.179397,Not trusted,10.0,,0.234017
India,356000371,48.0,Urban,High,Female,Married,Lower,5.0,4.0,0.492779,Not trusted,4.0,10.0,0.236828
India,356000372,54.0,Urban,High,Male,Married,Middle,7.0,6.0,0.341016,Trusted,5.0,3.0,0.427327
India,356000373,47.0,Rural,High,Male,Married,Lower,8.0,10.0,0.358622,Not trusted,10.0,7.0,0.327221
India,356000374,17.0,Rural,,Male,Married,Middle,1.0,3.0,0.173760,Not trusted,7.0,1.0,0.366141
India,356000375,38.0,Urban,Medium,Female,Married,Higher,9.0,10.0,0.539503,Not trusted,10.0,8.0,0.146416
India,356000376,22.0,Rural,Medium,Female,Single,Lower,9.0,5.0,0.363729,Not trusted,9.0,5.0,0.354005
India,356000377,32.0,Rural,Low,Female,Married,Lower,9.0,10.0,0.384549,Not trusted,7.0,5.0,0.387641
India,356000378,43.0,Urban,Medium,Male,Married,Middle,10.0,10.0,0.442279,Not trusted,9.0,10.0,0.077010
India,356000379,18.0,Rural,Low,Female,Married,Higher,5.0,7.0,0.372643,Trusted,9.0,1.0,0.444667
India,356000380,25.0,Rural,Medium,Female,Married,Lower,8.0,8.0,0.297592,Not trusted,9.0,1.0,0.081832
India,356000381,66.0,Rural,Medium,Male,Married,Lower,3.0,6.0,0.506878,Trusted,10.0,2.0,0.189168
India,356000382,16.0,Urban,Low,Male,Married,Middle,6.0,10.0,0.194767,Not trusted,2.0,7.0,0.124873
India,356000383,56.0,Urban,Medium,Female,Married,Lower,1.0,1.0,0.380224,Not trusted,5.0,5.0,0.190963
India,356000384,16.0,Urban,Medium,Male,Single,Higher,10.0,6.0,0.369369,Not trusted,7.0,9.0,0.175984
India,356000385,17.0,Urban,Low,Female,Single,Higher,7.0,10.0,0.450040,Trusted,10.0,8.0,0.206182
India,356000386,84.0,Urban,Medium,Female,Single,Lower,8.0,6.0,0.454067,Not trusted,9.0,5.0,0.306672
India,356000387,22.0,Rural,High,Female,Living together as married,Higher,10.0,10.0,0.324460,Not trusted,10.0,10.0,0.139684
India,356000388,70.0,Rural,Medium,Female,Single,Lower,6.0,10.0,0.338720,Not trusted,8.0,7.0,0.167056
India,356000389,60.0,Urban,High,Male,Single,Middle,8.0,8.0,0.355094,Not trusted,3.0,5.0,0.294044
India,356000390,20.0,Urban,High,Female,Married,Middle,10.0,9.0,0.373752,Not trusted,10.0,10.0,0.259580
India,356000391,16.0,Urban,Medium,Male,Single,Middle,7.0,9.0,0.209116,Not trusted,7.0,10.0,0.294169
India,356000392,66.0,Rural,High,Female,Single,Lower,5.0,8.0,0.259237,Trusted,8.0,6.0,0.140847
India,356000393,43.0,Rural,Low,Female,Married,Middle,8.0,6.0,0.521431,Not trusted,3.0,9.0,0.179215
India,356000394,45.0,Rural,Medium,Male,Single,Middle,9.0,6.0,0.618998,Trusted,10.0,5.0,0.156829
India,356000395,48.0,Rural,Low,Female,Married,Lower,2.0,2.0,0.182248,Not trusted,10.0,3.0,0.235380
India,356000396,37.0,Urban,Medium,Male,Widowed,Middle,1.0,8.0,0.537090,Not trusted,1.0,5.0,0.528418
India,356000397,25.0,Rural,Medium,Male,Single,Higher,10.0,10.0,0.436301,Not trusted,9.0,10.0,0.367040
India,356000398,50.0,Urban,High,Female,Single,Lower,5.0,10.0,0.567522,Not trusted,1.0,6.0,0.666489
India,356000399,18.0,Rural,Medium,Male,Living together as married,Higher,10.0,10.0,0.374097,Not trusted,10.0,9.0,0.149204
India,356000400,16.0,Urban,Low,Female,Married,Higher,4.0,7.0,0.481879,Not trusted,8.0,6.0,0.175657
India,356000401,16.0,Rural,Low,Female,Married,Higher,4.0,2.0,0.276505,Not trusted,2.0,6.0,0.220290
India,356000402,16.0,Rural,Medium,Male,Married,Higher,1.0,7.0,0.206055,Not trusted,6.0,2.0,0.282767
India,356000403,50.0,Rural,Medium,Female,Married,Lower,8.0,9.0,0.250094,Not trusted,7.0,5.0,0.372134
India,356000404,43.0,Rural,High,Male,Single,Higher,6.0,10.0,0.320872,Trusted,9.0,8.0,0.336191
India,356000405,50.0,Rural,Low,Male,Married,Lower,8.0,8.0,0.212549,Not trusted,5.0,10.0,0.456212
India,356000406,48.0,Urban,Medium,Male,Single,Lower,4.0,6.0,0.235437,,3.0,5.0,0.278476
India,356000407,45.0,Rural,Medium,Male,Single,Middle,10.0,10.0,0.183599,Not trusted,10.0,8.0,0.011946
India,356000408,44.0,Rural,High,Male,Widowed,Lower,10.0,10.0,0.514797,Trusted,9.0,10.0,0.120696
India,356000409,76.0,Rural,Low,Female,Single,Lower,6.0,6.0,0.756803,Not trusted,10.0,4.0,0.438866
India,356000410,23.0,Rural,Medium,Male,Married,Higher,6.0,10.0,0.476764,Not trusted,7.0,7.0,0.137313
India,356000411,68.0,Rural,Medium,Male,Married,Middle,10.0,8.0,0.188712,Not trusted,10.0,9.0,0.045658
India,356000412,24.0,Rural,Low,Male,Married,Lower,7.0,9.0,0.192467,Not trusted,9.0,7.0,0.392080
India,356000413,37.0,Rural,Medium,Female,Married,Lower,7.0,10.0,,Not trusted,10.0,5.0,0.181427
India,356000414,37.0,Rural,Medium,Male,Married,Higher,10.0,10.0,0.219930,Not trusted,8.0,9.0,0.040831
India,356000415,33.0,Urban,High,Female,Married,Higher,8.0,7.0,0.511446,Not trusted,8.0,7.0,0.336440
India,356000416,28.0,Rural,High,Female,Single,Higher,5.0,3.0,0.596392,Not trusted,3.0,8.0,0.491263
India,356000417,74.0,Rural,Medium,Male,Single,Middle,4.0,10.0,0.504441,Trusted,10.0,5.0,0.088401
India,356000418,22.0,Urban,Low,Male,Single,Lower,7.0,7.0,0.334357,Not trusted,2.0,6.0,0.350721
India,356000419,17.0,Urban,Medium,Female,Single,Higher,10.0,5.0,0.378509,Trusted,8.0,7.0,0.425579
India,356000420,54.0,Urban,High,Male,Single,Middle,10.0,10.0,0.329923,Not trusted,10.0,10.0,0.461511
India,356000421,26.0,Rural,Medium,Male,Married,Lower,7.0,4.0,0.307111,Not trusted,9.0,1.0,0.497219
India,356000422,17.0,Urban,Low,Female,Married,Lower,5.0,2.0,0.235963,,7.0,5.0,0.639962
India,356000423,44.0,Rural,Medium,Male,Living together as married,Lower,7.0,8.0,,Not trusted,10.0,5.0,0.016085
India,356000424,52.0,Rural,Medium,Female,Married,Lower,8.0,5.0,0.396895,Trusted,8.0,9.0,0.106164
India,356000425,16.0,Rural,High,Female,Single,Higher,10.0,10.0,0.327346,Trusted,10.0,7.0,0.429777
India,356000426,59.0,Rural,Low,Male,Single,Lower,6.0,10.0,0.172647,Trusted,9.0,7.0,0.422615
India,356000427,30.0,Rural,Medium,Male,Single,Middle,5.0,7.0,0.357414,Not trusted,7.0,7.0,0.205164
India,356000428,28.0,Rural,High,Male,Living together as married,Middle,5.0,7.0,0.463017,Trusted,6.0,5.0,0.220474
India,356000429,22.0,Rural,Medium,Female,Married,Higher,10.0,9.0,0.189689,Not trusted,10.0,9.0,0.066424
India,356000430,30.0,Rural,Low,Male,Single,Middle,6.0,5.0,0.195647,Not trusted,7.0,5.0,0.155986
India,356000431,16.0,Urban,Medium,Male,Married,Middle,8.0,6.0,0.280468,Not trusted,8.0,4.0,0.417771
India,356000432,37.0,Urban,Medium,Female,Married,Middle,8.0,6.0,,Not trusted,10.0,3.0,0.173889
India,356000433,68.0,Rural,Medium,Male,Married,Higher,7.0,7.0,0.503927,Trusted,8.0,4.0,0.521441
India,356000434,78.0,Rural,Low,Male,Single,Middle,6.0,6.0,0.393030,Not trusted,8.0,1.0,0.281366
India,356000435,75.0,Urban,Medium,Male,Single,Lower,7.0,10.0,0.377271,Not trusted,8.0,7.0,0.000000
India,356000436,48.0,Rural,Low,Male,Living together as married,Lower,8.0,3.0,0.513425,Not trusted,10.0,4.0,0.053540
India,356000437,33.0,Rural,Medium,Female,Single,Higher,5.0,2.0,,Not trusted,9.0,9.0,0.252656
India,356000438,16.0,Rural,High,Female,Married,Higher,9.0,10.0,0.596072,Not trusted,10.0,10.0,0.134179
India,356000439,28.0,Rural,Medium,Male,Married,Middle,10.0,9.0,0.416374,Trusted,10.0,8.0,0.212121
India,356000440,30.0,Rural,Medium,Male,Single,Higher,7.0,6.0,0.603616,Not trusted,8.0,5.0,0.079748
India,356000441,38.0,Urban,High,Male,Single,Middle,4.0,7.0,0.266131,Not trusted,8.0,7.0,0.508568
India,356000442,67.0,Rural,High,Male,Single,Middle,5.0,10.0,0.541267,Not trusted,10.0,8.0,0.499207
India,356000443,30.0,Rural,Low,Male,Married,Lower,9.0,2.0,0.036182,Not trusted,10.0,6.0,0.062305
India,356000444,16.0,Rural,Low,Male,Single,Middle,6.0,9.0,0.263546,Not trusted,10.0,5.0,0.140723
India,356000445,22.0,Rural,Low,Male,Single,Middle,8.0,8.0,0.296975,Not trusted,10.0,3.0,0.401923
India,356000446,36.0,Urban,Medium,Female,Married,Higher,1.0,9.0,0.668430,Trusted,1.0,6.0,0.740691
India,356000447,63.0,Urban,Low,Male,Married,Middle,10.0,10.0,0.168105,,10.0,7.0,0.050496
India,356000448,54.0,Urban,Low,Female,Married,Middle,10.0,5.0,0.518150,Not trusted,8.0,8.0,0.132403
India,356000449,17.0,Urban,Low,Female,Widowed,Higher,6.0,8.0,0.323113,Not trusted,10.0,5.0,0.140751
India,356000450,40.0,Urban,Low,Female,Single,Middle,10.0,10.0,0.301421,Not trusted,10.0,10.0,0.397745
India,356000451,20.0,Rural,Low,Male,Married,Middle,8.0,7.0,0.302061,Not trusted,8.0,3.0,0.116590
India,356000452,39.0,Rural,High,Male,Single,Middle,8.0,10.0,0.289076,Trusted,10.0,8.0,0.116781
India,356000453,24.0,Rural,Low,Male,Married,Higher,5.0,3.0,0.336678,Not trusted,8.0,2.0,0.305542
India,356000454,50.0,Urban,Medium,Male,Married,Middle,10.0,9.0,0.597692,Not trusted,7.0,6.0,0.245323
India,356000455,34.0,Urban,Low,Male,Single,Middle,8.0,3.0,0.305244,Not trusted,5.0,5.0,0.471686
India,356000456,68.0,Urban,Medium,Male,Single,Middle,7.0,10.0,0.504221,Not trusted,10.0,5.0,0.120476
India,356000457,30.0,Urban,High,Female,Single,Middle,9.0,10.0,0.433131,Not trusted,10.0,7.0,0.331493
India,356000458,51.0,Rural,High,Female,Single,Higher,10.0,10.0,0.111177,Trusted,10.0,7.0,0.048012
India,356000459,59.0,Rural,Low,Male,Married,Lower,7.0,5.0,0.469909,Not trusted,9.0,6.0,0.513250
India,356000460,57.0,Rural,Medium,Female,Widowed,Lower,9.0,7.0,0.289381,Not trusted,10.0,5.0,0.177496
India,356000461,33.0,Urban,Medium,Male,Widowed,Middle,7.0,6.0,0.166420,Not trusted,8.0,5.0,0.244175
India,356000462,51.0,Rural,High,Female,Married,Lower,7.0,10.0,0.566893,Not trusted,10.0,4.0,0.389936
India,356000463,28.0,Rural,High,Female,Living together as married,Middle,8.0,8.0,0.160219,Not trusted,10.0,10.0,
India,356000464,17.0,Urban,,Female,Living together as married,Middle,8.0,10.0,0.418959,Trusted,8.0,8.0,0.253589
India,356000465,17.0,Urban,Medium,Male,Married,Middle,6.0,7.0,0.194055,Not trusted,10.0,1.0,0.251507
India,356000466,26.0,Rural,Medium,Male,Living together as married,Higher,8.0,10.0,0.408582,Not trusted,8.0,9.0,0.152844
India,356000467,17.0,Rural,Medium,Female,Single,Middle,2.0,5.0,0.244347,Not trusted,1.0,8.0,0.349361
India,356000468,18.0,Urban,Medium,Male,Single,Middle,10.0,8.0,0.199957,Not trusted,10.0,9.0,0.337565
India,356000469,37.0,Urban,High,Male,Single,Higher,10.0,10.0,0.267978,Trusted,10.0,10.0,0.352395
India,356000470,41.0,Urban,Medium,Female,Single,Lower,7.0,8.0,0.377528,Not trusted,10.0,8.0,0.223671
India,356000471,19.0,Rural,Medium,Male,Married,Higher,9.0,8.0,0.532138,Trusted,10.0,10.0,0.295875
India,356000472,60.0,Urban,Medium,Male,Married,Higher,10.0,10.0,0.488779,Trusted,10.0,8.0,0.179942
India,356000473,28.0,Rural,High,Male,Widowed,Higher,10.0,10.0,0.556459,Not trusted,5.0,10.0,0.567114
India,356000474,17.0,Urban,Medium,Female,Married,Higher,10.0,10.0,0.385509,Not trusted,7.0,8.0,0.101832
India,356000475,16.0,Rural,High,Female,Single,Higher,10.0,10.0,0.320165,Not trusted,8.0,10.0,0.339633
India,356000476,52.0,Urban,High,Male,Married,Higher,6.0,7.0,0.405035,Trusted,10.0,7.0,0.407954
India,356000477,22.0,Rural,Medium,Female,Married,Higher,8.0,6.0,0.373315,Not trusted,3.0,6.0,0.153185
India,356000478,17.0,Urban,Low,Female,Single,Higher,10.0,4.0,0.627178,Not trusted,10.0,8.0,0.314752
India,356000479,17.0,Rural,Low,Female,Single,Lower,7.0,10.0,0.213568,Not trusted,7.0,6.0,0.002901
India,356000480,62.0,Rural,Medium,Female,Married,Middle,7.0,9.0,0.544580,Not trusted,9.0,5.0,0.170881
India,356000481,17.0,Rural,Low,Male,Single,Higher,10.0,6.0,0.455373,Not trusted,10.0,8.0,0.146671
India,356000482,20.0,Rural,Low,Male,Single,Middle,8.0,8.0,0.310299,Not trusted,10.0,8.0,0.037560
India,356000483,22.0,Rural,Low,Male,Single,Middle,9.0,7.0,0.291446,Not trusted,10.0,9.0,0.175257
India,356000484,40.0,Rural,Medium,Male,Single,Lower,5.0,4.0,0.264928,,8.0,5.0,0.163824
India,356000485,45.0,Urban,Medium,Female,Married,Middle,6.0,9.0,0.311672,Trusted,8.0,6.0,0.346968
India,356000486,50.0,Urban,High,Male,Widowed,Higher,10.0,10.0,0.330739,Not trusted,10.0,6.0,0.072343
India,356000487,29.0,Urban,Low,Male,Married,Lower,10.0,8.0,0.420954,Not trusted,6.0,10.0,0.534700
India,356000488,39.0,Urban,Medium,Male,Married,Middle,1.0,5.0,0.239269,Not trusted,1.0,1.0,0.413097
India,356000489,20.0,Rural,Medium,Female,Married,Higher,7.0,5.0,0.547495,Not trusted,8.0,4.0,0.012914
India,356000490,18.0,Rural,Low,Male,Single,Lower,4.0,6.0,0.533638,Not trusted,10.0,2.0,0.249329
India,356000491,64.0,Rural,Low,Female,Single,Middle,4.0,7.0,0.435527,Not trusted,10.0,3.0,0.026012
India,356000492,41.0,Rural,Medium,Female,Single,Middle,10.0,9.0,0.419722,Not trusted,10.0,7.0,0.064550
India,356000493,52.0,Rural,Low,Female,Widowed,Middle,7.0,7.0,,Not trusted,10.0,7.0,0.157444
India,356000494,40.0,Rural,Medium,Male,Single,Middle,8.0,7.0,0.403403,Not trusted,10.0,3.0,0.424642
India,356000495,17.0,Rural,Low,Female,Married,Middle,8.0,10.0,0.400809,Not trusted,10.0,10.0,0.572709
India,356000496,30.0,Rural,,Male,Widowed,Middle,8.0,10.0,0.238705,Not trusted,10.0,10.0,0.198997
India,356000497,45.0,Urban,High,Male,Married,Middle,10.0,10.0,0.126653,Not trusted,6.0,8.0,0.177334
India,356000498,55.0,Urban,Medium,Male,Married,Middle,7.0,10.0,0.153592,Not trusted,10.0,6.0,0.000000
India,356000499,62.0,Rural,High,Female,Living together as married,Middle,9.0,10.0,0.529472,Trusted,10.0,9.0,0.157317
India,356000500,17.0,Urban,Medium,Male,Married,Higher,7.0,9.0,0.331309,Trusted,6.0,5.0,0.250063
India,356000501,51.0,Rural,Low,Male,Married,Middle,2.0,4.0,0.194226,Not trusted,8.0,2.0,0.057731
India,356000502,24.0,Urban,Medium,Male,Married,Middle,7.0,7.0,0.274148,Not trusted,7.0,5.0,0.170234
India,356000503,26.0,Rural,Medium,Female,Married,Lower,9.0,10.0,0.333956,Not trusted,7.0,9.0,0.494525
India,356000504,30.0,Urban,Medium,Male,Married,Middle,8.0,6.0,0.450955,Not trusted,6.0,10.0,0.102957
India,356000505,18.0,Rural,Medium,Male,Married,Higher,7.0,4.0,0.498792,Not trusted,9.0,6.0,0.162640
India,356000506,76.0,Rural,Low,Female,Married,Middle,9.0,6.0,0.607589,Not trusted,10.0,1.0,0.061633
India,356000507,17.0,Rural,Low,Male,Married,Middle,5.0,1.0,0.475575,Not trusted,7.0,5.0,0.479175
India,356000508,32.0,Rural,High,Male,Single,Middle,6.0,10.0,0.552641,Not trusted,6.0,5.0,0.589495
India,356000509,59.0,Urban,Medium,Female,Living together as married,Higher,9.0,6.0,,Not trusted,,10.0,0.121108
India,356000510,17.0,Rural,Medium,Male,Married,Middle,10.0,10.0,0.289382,Trusted,10.0,10.0,0.110020
India,356000511,43.0,Urban,Low,Male,Married,Middle,1.0,1.0,0.173551,Not trusted,5.0,1.0,0.013649
India,356000512,38.0,Rural,High,Male,Single,Middle,10.0,10.0,0.123689,Not trusted,8.0,9.0,0.485168
India,356000513,39.0,Rural,High,Male,Married,Middle,5.0,9.0,0.555110,Not trusted,10.0,3.0,0.421150
India,356000514,60.0,Urban,Medium,Male,Married,Lower,10.0,7.0,0.366874,Not trusted,10.0,5.0,0.194752
India,356000515,35.0,Urban,High,Female,Married,Higher,10.0,10.0,0.332761,Not trusted,10.0,8.0,0.238913
India,356000516,22.0,Rural,Low,Male,Married,Higher,5.0,7.0,0.322622,Not trusted,9.0,5.0,0.035570
India,356000517,21.0,Urban,Low,Male,Single,Middle,10.0,10.0,0.519616,Not trusted,10.0,7.0,0.176714
India,356000518,53.0,Rural,High,Female,Single,Middle,5.0,7.0,0.336792,Not trusted,10.0,1.0,0.163140
India,356000519,17.0,Rural,High,Female,Single,Middle,7.0,9.0,0.304319,Not trusted,10.0,10.0,0.156281
India,356000520,30.0,Rural,Medium,Female,Married,Lower,9.0,10.0,0.245931,Not trusted,9.0,8.0,0.067640
India,356000521,24.0,Urban,,Male,Single,Middle,10.0,10.0,0.225708,Not trusted,10.0,7.0,0.057393
India,356000522,17.0,Rural,Medium,Female,Single,Middle,10.0,7.0,0.087729,Not trusted,10.0,8.0,0.038438
India,356000523,16.0,Rural,High,Male,Married,Middle,10.0,10.0,0.260545,Trusted,8.0,7.0,0.143815
India,356000524,50.0,Rural,High,Male,Single,Middle,3.0,1.0,0.236190,Not trusted,8.0,,0.456800
India,356000525,17.0,Urban,Low,Male,Married,Middle,8.0,10.0,0.279789,Trusted,10.0,6.0,0.098443
India,356000526,26.0,Rural,Medium,Female,Single,Middle,10.0,4.0,0.309705,Not trusted,10.0,10.0,0.091377
India,356000527,22.0,Rural,Low,Female,Married,Lower,1.0,1.0,0.318507,Not trusted,5.0,2.0,0.344087
India,356000528,17.0,Rural,Low,Male,Married,Middle,10.0,10.0,0.497041,Not trusted,10.0,9.0,0.145736
India,356000529,31.0,Rural,Medium,Male,Single,Middle,7.0,4.0,0.454824,Not trusted,8.0,8.0,0.426523
India,356000530,50.0,Rural,Medium,Male,Married,Middle,6.0,1.0,0.458673,Not trusted,10.0,5.0,0.096231
India,356000531,32.0,Rural,High,Female,Living together as married,Higher,8.0,3.0,0.268615,Not trusted,3.0,7.0,0.374317
India,356000532,57.0,Rural,Medium,Female,Married,Higher,9.0,7.0,0.286660,Not trusted,10.0,6.0,0.159744
